Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction,Customer_Profile,Cluster
2023/06/06 6:45:33 PM GMT+5:30,23,Male,Once a month,Beauty and Personal Care;Home and Kitchen;others,Yes,Multiple times a day,Filter,Multiple pages,3.0,Maybe,Rarely,High shipping costs,Never,Yes,3,No,2,5.0,3.0,.,No problems with Amazon,287157,Occasional Shopper,1
2023/06/09 3:17:31 PM GMT+5:30,47,Others,Multiple times a week,Beauty and Personal Care;others,Yes,Rarely,Filter,Multiple pages,5.0,No,Sometimes,High shipping costs,Never,Yes,3,Sometimes,2,1.0,3.0,All the above,Nil,996459,Regular Customer,2
2023/06/12 3:27:59 PM GMT+5:30,44,Female,Once a month,Clothing and Fashion,No,Few times a week,Keyword,Multiple pages,5.0,Yes,Never,High shipping costs,Rarely,No,3,Sometimes,0,2.0,4.0,Customer service,User interface ,902586,Occasional Shopper,0
2023/06/06 6:34:44 PM GMT+5:30,66,Prefer not to say,Multiple times a week,Clothing and Fashion;Home and Kitchen,No,Rarely,Keyword,Multiple pages,5.0,No,Rarely,High shipping costs,Often,Yes,2,Yes,0,1.0,3.0,Quick delivery,Quality of product is very poor according to the big offers,613840,Regular Customer,2
2023/06/09 3:22:15 PM GMT+5:30,18,Male,Multiple times a week,Clothing and Fashion,No,Few times a month,Keyword,First page,4.0,Yes,Never,others,Rarely,Yes,0,No,2,2.0,4.0,.,I have no problem with Amazon yet. But others tell me about the refund issues ,629256,Regular Customer,0
2023/06/09 10:59:38 AM GMT+5:30,29,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Multiple times a day,Others,Multiple pages,1.0,Yes,Always,others,Sometimes,No,4,Yes,0,4.0,2.0,All the above,.,501000,At-Risk Customer,1
2023/06/08 9:39:55 PM GMT+5:30,49,Prefer not to say,Less than once a month,others,No,Rarely,Filter,Multiple pages,3.0,Yes,Never,High shipping costs,Sometimes,Yes,0,Sometimes,0,5.0,4.0,Customer service,No problems with Amazon,419964,Regular Customer,1
2023/06/08 5:42:27 PM GMT+5:30,53,Female,Less than once a month,Home and Kitchen;others,No,Few times a month,Others,Multiple pages,1.0,No,Never,High shipping costs,Rarely,No,4,No,0,2.0,5.0,.,User interface ,912495,Regular Customer,0
2023/06/08 10:39:27 PM GMT+5:30,17,Male,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,Categories,Multiple pages,5.0,Yes,Never,others,Always,No,1,Yes,1,2.0,4.0,Competitive prices,I don't have any problem with Amazon,630204,Frequent Buyer,0
2023/06/12 3:47:01 PM GMT+5:30,65,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Few times a month,Keyword,Multiple pages,1.0,Yes,Rarely,High shipping costs,Never,Yes,0,No,1,1.0,4.0,.,Shipping speed and reliability,802453,Occasional Shopper,0
2023/06/06 9:47:31 AM GMT+5:30,6,Male,Once a week,Groceries and Gourmet Food;Home and Kitchen;others,No,Few times a month,Keyword,Multiple pages,3.0,No,Sometimes,others,Often,Yes,4,Sometimes,0,4.0,2.0,Customer service ,Irrelevant product suggestions,976568,At-Risk Customer,1
2023/06/08 5:13:33 PM GMT+5:30,65,Female,Less than once a month,Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Categories,Multiple pages,2.0,Yes,Always,others,Never,No,1,No,1,1.0,5.0,Customer service ,Quality of product is very poor according to the big offers,111407,Regular Customer,0
2023/06/05 4:46:52 PM GMT+5:30,59,Female,Few times a month,Groceries and Gourmet Food,Yes,Few times a week,Filter,First page,3.0,Maybe,Rarely,Found a better price elsewhere,Often,No,4,No,1,3.0,1.0,Product recommendations,I don't have any problem with Amazon,777313,At-Risk Customer,1
2023/06/05 12:37:54 AM GMT+5:30,43,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,1.0,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,1,Sometimes,0,4.0,2.0,Customer service ,Quality of product is very poor according to the big offers,666823,At-Risk Customer,1
2023/06/12 3:59:59 PM GMT+5:30,50,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;others,No,Few times a week,Filter,Multiple pages,4.0,Yes,Rarely,Changed my mind or no longer need the item,Never,Yes,3,Yes,2,5.0,5.0,Quick delivery,UI,360815,Regular Customer,0
2023/06/05 10:05:25 PM GMT+5:30,21,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Filter,First page,1.0,Yes,Rarely,others,Sometimes,No,3,No,2,2.0,2.0,User-friendly website/app interface,Customer service responsiveness,530861,At-Risk Customer,2
2023/06/12 4:00:56 PM GMT+5:30,18,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a week,Filter,Multiple pages,1.0,Maybe,Sometimes,High shipping costs,Often,No,0,Yes,0,4.0,5.0,All the above,Quality of product is very poor according to the big offers,368760,Regular Customer,0
2023/06/08 5:42:27 PM GMT+5:30,46,Female,Once a month,Home and Kitchen;others,Yes,Few times a month,Categories,Multiple pages,3.0,Maybe,Always,Changed my mind or no longer need the item,Never,No,2,No,1,4.0,1.0,.,UI,442434,At-Risk Customer,1
2023/06/06 7:19:43 PM GMT+5:30,63,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple times a day,Others,First page,5.0,Maybe,Never,Found a better price elsewhere,Rarely,Yes,0,Sometimes,1,3.0,1.0,.,Customer service responsiveness,833625,At-Risk Customer,1
2023/06/08 10:38:51 PM GMT+5:30,49,Male,Few times a month,Home and Kitchen,No,Few times a week,Categories,First page,2.0,No,Often,others,Always,Yes,0,No,2,3.0,4.0,User-friendly website/app interface,Scrolling option would be much better than going to next page,482826,Regular Customer,0
2023/06/06 7:11:13 PM GMT+5:30,34,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,Categories,Multiple pages,3.0,No,Rarely,High shipping costs,Never,Yes,4,No,1,5.0,3.0,Product recommendations,Nil,271183,Regular Customer,1
2023/06/07 1:04:07 PM GMT+5:30,54,Prefer not to say,Once a month,Home and Kitchen;others,No,Few times a month,Categories,Multiple pages,5.0,Maybe,Always,Found a better price elsewhere,Rarely,Yes,1,Sometimes,2,3.0,4.0,User-friendly website/app interface,I don't have any problem with Amazon,472735,Occasional Shopper,0
2023/06/09 10:59:38 AM GMT+5:30,44,Male,Less than once a month,Home and Kitchen;others,No,Few times a month,Filter,Multiple pages,4.0,Yes,Often,High shipping costs,Often,Yes,1,Yes,0,1.0,2.0,User-friendly website/app interface,Scrolling option would be much better than going to next page,819320,At-Risk Customer,2
2023/06/07 10:17:40 PM GMT+5:30,18,Male,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Others,Multiple pages,5.0,No,Sometimes,Changed my mind or no longer need the item,Often,No,1,Sometimes,1,2.0,4.0,Quick delivery,I don't have any problem with Amazon,398688,Regular Customer,0
2023/06/08 5:25:40 PM GMT+5:30,64,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Others,Multiple pages,4.0,Maybe,Often,High shipping costs,Often,No,0,Sometimes,2,2.0,2.0,.,Customer service responsiveness,873422,At-Risk Customer,2
2023/06/08 5:39:57 PM GMT+5:30,44,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Multiple times a day,Filter,Multiple pages,3.0,No,Rarely,High shipping costs,Never,Yes,2,Sometimes,0,2.0,4.0,Wide product selection,I have no problem with Amazon yet. But others tell me about the refund issues ,157219,Occasional Shopper,0
2023/06/07 11:48:25 AM GMT+5:30,7,Others,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Rarely,Filter,Multiple pages,3.0,Yes,Rarely,Found a better price elsewhere,Never,No,2,Yes,1,1.0,4.0,Product recommendations,User interface of app,151846,Regular Customer,0
2023/06/07 9:53:52 PM GMT+5:30,23,Prefer not to say,Few times a month,Groceries and Gourmet Food,Yes,Rarely,Keyword,Multiple pages,4.0,No,Always,others,Always,No,0,No,2,5.0,2.0,Competitive prices,Scrolling option would be much better than going to next page,875683,At-Risk Customer,1
2023/06/12 3:55:53 PM GMT+5:30,23,Female,Multiple times a week,Beauty and Personal Care;Home and Kitchen;others,Yes,Few times a month,Others,Multiple pages,3.0,No,Always,Found a better price elsewhere,Sometimes,Yes,1,Yes,0,2.0,2.0,Product recommendations,.,296200,At-Risk Customer,2
2023/06/04 10:37:00 PM GMT+5:30,51,Male,Once a week,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Rarely,Filter,Multiple pages,3.0,Yes,Often,Found a better price elsewhere,Never,No,2,No,1,2.0,3.0,Quick delivery,User interface ,884621,Regular Customer,2
2023/06/09 4:30:15 PM GMT+5:30,63,Male,Few times a month,Clothing and Fashion;others,Yes,Rarely,Filter,Multiple pages,3.0,Yes,Always,High shipping costs,Always,No,0,Yes,2,5.0,5.0,All the above,Product quality and accuracy,774681,Regular Customer,0
2023/06/12 3:52:33 PM GMT+5:30,53,Female,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Filter,Multiple pages,2.0,Maybe,Never,Changed my mind or no longer need the item,Never,Yes,1,Sometimes,2,5.0,3.0,Wide product selection,Nil,538974,Occasional Shopper,1
2023/06/11 11:21:30 PM GMT+5:30,19,Others,Once a month,Beauty and Personal Care;Clothing and Fashion;others,No,Few times a week,Others,Multiple pages,3.0,Maybe,Always,Found a better price elsewhere,Never,No,3,Sometimes,0,4.0,2.0,Competitive prices,User interface ,379759,At-Risk Customer,1
2023/06/06 6:38:49 PM GMT+5:30,38,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,Others,Multiple pages,5.0,Maybe,Often,others,Always,Yes,2,Yes,2,1.0,2.0,All the above,Irrelevant product suggestions,332273,At-Risk Customer,2
2023/06/12 2:51:24 PM GMT+5:30,6,Others,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,Filter,Multiple pages,3.0,Yes,Always,others,Sometimes,No,4,Yes,2,5.0,5.0,Product recommendations,.,653960,Occasional Shopper,0
2023/06/06 6:40:30 PM GMT+5:30,48,Male,Few times a month,Clothing and Fashion;Home and Kitchen;others,No,Rarely,Others,First page,2.0,No,Often,others,Never,No,1,Yes,2,4.0,1.0,All the above,I have no problem with Amazon yet. But others tell me about the refund issues ,610430,At-Risk Customer,1
2023/06/05 1:37:01 PM GMT+5:30,44,Female,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;others,No,Rarely,Filter,First page,1.0,Yes,Always,Changed my mind or no longer need the item,Never,No,1,Yes,1,4.0,4.0,Wide product selection,Nothing,578940,Regular Customer,0
2023/06/11 11:02:11 PM GMT+5:30,27,Others,Once a month,Home and Kitchen;others,No,Few times a month,Filter,First page,4.0,No,Always,others,Rarely,No,2,Sometimes,1,5.0,1.0,Quick delivery,Product quality and accuracy,999877,At-Risk Customer,1
2023/06/07 8:41:53 PM GMT+5:30,65,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Rarely,Others,Multiple pages,5.0,Yes,Often,Changed my mind or no longer need the item,Rarely,Yes,1,Sometimes,1,2.0,5.0,.,I have no problem with Amazon yet. But others tell me about the refund issues ,163525,Regular Customer,0
2023/06/06 7:39:44 PM GMT+5:30,41,Female,Once a week,Clothing and Fashion,Yes,Rarely,Keyword,Multiple pages,5.0,Maybe,Sometimes,High shipping costs,Always,No,2,Sometimes,1,4.0,1.0,Customer service,.,844299,At-Risk Customer,1
2023/06/11 10:57:34 PM GMT+5:30,30,Male,Multiple times a week,Groceries and Gourmet Food,Sometimes,Few times a month,Keyword,First page,3.0,Maybe,Never,Found a better price elsewhere,Sometimes,Yes,2,Yes,1,2.0,5.0,.,.,157991,Regular Customer,0
2023/06/11 11:10:14 PM GMT+5:30,26,Others,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Keyword,Multiple pages,2.0,No,Sometimes,Changed my mind or no longer need the item,Always,No,4,Yes,2,2.0,1.0,Customer service ,Nil,197327,At-Risk Customer,2
2023/06/08 10:54:00 AM GMT+5:30,33,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a week,Keyword,Multiple pages,2.0,Maybe,Often,Changed my mind or no longer need the item,Often,No,3,No,0,3.0,2.0,Customer service,User interface of app,300459,At-Risk Customer,1
2023/06/06 6:57:14 PM GMT+5:30,20,Prefer not to say,Less than once a month,Beauty and Personal Care;Home and Kitchen;others,No,Few times a month,Others,First page,4.0,No,Often,High shipping costs,Never,No,2,Yes,1,5.0,1.0,Wide product selection,.,298325,At-Risk Customer,1
2023/06/11 10:47:42 PM GMT+5:30,53,Male,Multiple times a week,Clothing and Fashion;others,Yes,Few times a week,Others,First page,2.0,Yes,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,0,Yes,0,4.0,5.0,Wide product selection,User interface ,639186,Regular Customer,0
2023/06/05 6:49:25 PM GMT+5:30,7,Others,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,Keyword,First page,4.0,Maybe,Often,High shipping costs,Often,Yes,1,Yes,2,1.0,3.0,Product recommendations,User interface ,758966,Regular Customer,2
2023/06/09 9:37:15 AM GMT+5:30,16,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,Others,Multiple pages,3.0,Maybe,Never,others,Always,No,0,No,0,2.0,2.0,Competitive prices,User interface ,870613,At-Risk Customer,2
2023/06/09 4:31:06 PM GMT+5:30,47,Male,Once a month,Clothing and Fashion;Home and Kitchen;others,No,Rarely,Keyword,Multiple pages,2.0,Yes,Often,High shipping costs,Sometimes,Yes,3,No,2,2.0,2.0,All the above,No problems with Amazon,605617,At-Risk Customer,2
2023/06/07 9:18:55 PM GMT+5:30,53,Others,Few times a month,Groceries and Gourmet Food;Clothing and Fashion,No,Few times a week,Keyword,Multiple pages,2.0,No,Often,Changed my mind or no longer need the item,Always,No,3,Yes,2,4.0,5.0,User-friendly website/app interface,Customer service responsiveness,394680,Regular Customer,0
2023/06/08 5:55:15 PM GMT+5:30,26,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple times a day,Filter,Multiple pages,5.0,Maybe,Always,Changed my mind or no longer need the item,Always,Yes,0,Sometimes,1,2.0,1.0,Wide product selection,better app interface and lower shipping charges,482664,At-Risk Customer,2
2023/06/11 10:44:46 PM GMT+5:30,19,Prefer not to say,Few times a month,others,No,Multiple times a day,Others,First page,2.0,Yes,Always,High shipping costs,Often,No,4,No,2,2.0,3.0,Quick delivery,Nothing,820985,Regular Customer,2
2023/06/07 9:18:29 PM GMT+5:30,31,Others,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen,No,Few times a week,Others,First page,3.0,Yes,Often,Found a better price elsewhere,Never,No,4,Sometimes,1,1.0,2.0,Customer service ,Add more familiar brands to the list,932851,At-Risk Customer,2
2023/06/11 10:51:27 PM GMT+5:30,23,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Filter,Multiple pages,1.0,Maybe,Never,High shipping costs,Always,Yes,0,Sometimes,1,2.0,5.0,Competitive prices,I have no problem with Amazon yet. But others tell me about the refund issues ,847317,Regular Customer,0
2023/06/06 6:38:03 PM GMT+5:30,20,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Few times a week,Keyword,Multiple pages,3.0,Yes,Often,Found a better price elsewhere,Always,No,2,Sometimes,0,3.0,2.0,Customer service,Reducing packaging waste,518580,At-Risk Customer,1
2023/06/06 7:41:36 PM GMT+5:30,55,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,No,Rarely,Categories,Multiple pages,3.0,Yes,Rarely,others,Often,No,0,Yes,1,5.0,2.0,Product recommendations,UI,637862,At-Risk Customer,1
2023/06/07 6:28:35 PM GMT+5:30,50,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,Others,Multiple pages,4.0,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,3,Sometimes,2,5.0,4.0,All the above,Shipping speed and reliability,843468,Frequent Buyer,1
2023/06/08 10:54:00 AM GMT+5:30,58,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,Filter,First page,4.0,Yes,Never,others,Never,Yes,4,No,2,2.0,1.0,Wide product selection,I don't have any problem with Amazon,120615,At-Risk Customer,2
2023/06/09 7:24:06 PM GMT+5:30,21,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,Keyword,First page,5.0,No,Never,Found a better price elsewhere,Rarely,Yes,1,Yes,1,2.0,1.0,Product recommendations,Quality of product is very poor according to the big offers,510256,At-Risk Customer,2
2023/06/08 10:54:00 AM GMT+5:30,19,Others,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Few times a month,Others,First page,3.0,Yes,Never,Changed my mind or no longer need the item,Sometimes,No,4,No,0,4.0,1.0,Quick delivery,Scrolling option would be much better than going to next page,512837,At-Risk Customer,1
2023/06/06 7:18:52 PM GMT+5:30,28,Others,Once a week,Clothing and Fashion;others,Yes,Few times a week,Keyword,First page,5.0,No,Never,Found a better price elsewhere,Often,No,0,Sometimes,1,1.0,5.0,Quick delivery,Shipping speed and reliability,684249,Frequent Buyer,0
2023/06/11 11:22:55 PM GMT+5:30,57,Others,Few times a month,Groceries and Gourmet Food,Yes,Rarely,Categories,Multiple pages,3.0,No,Never,Found a better price elsewhere,Never,No,0,Sometimes,1,5.0,2.0,All the above,Product quality and accuracy,262249,At-Risk Customer,1
2023/06/11 11:15:03 PM GMT+5:30,60,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;others,No,Multiple times a day,Keyword,First page,4.0,Maybe,Rarely,High shipping costs,Sometimes,Yes,2,Sometimes,0,1.0,3.0,.,I don't have any problem with Amazon,363616,Regular Customer,2
